全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
141305,141305000304 ,神奈川県川崎市,小倉なかよし公園,ｵｸﾞﾗﾅｶﾖｼｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小倉２丁目１１－３０,神奈川県,川崎市,幸区小倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000305 ,神奈川県川崎市,小倉西公園,ｵｸﾞﾗﾆｼｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小倉５丁目１７－１,神奈川県,川崎市,幸区小倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000306 ,神奈川県川崎市,小倉八雲公園,ｵｸﾞﾗﾔｸﾞﾓｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小倉５丁目３２－６,神奈川県,川崎市,幸区小倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000307 ,神奈川県川崎市,小倉４丁目公園,ｵｸﾞﾗ4ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小倉４丁目１０－３３,神奈川県,川崎市,幸区小倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000308 ,神奈川県川崎市,"鹿島田１丁目公園
(旧　鹿島田公園）",ｶｼﾏﾀﾞ1ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区鹿島田１丁目６－５０,神奈川県,川崎市,幸区鹿島田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000309 ,神奈川県川崎市,鹿島田２丁目公園,ｶｼﾏﾀﾞ2ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区鹿島田２丁目２１－３５,神奈川県,川崎市,幸区鹿島田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000310 ,神奈川県川崎市,北加瀬２丁目公園,ｷﾀｶｾ2ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬２丁目１,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000311 ,神奈川県川崎市,北加瀬北ノ根公園,ｷﾀｶｾｷﾀﾉﾈｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬１丁目１１－１３,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000312 ,神奈川県川崎市,北加瀬つつじ公園,ｷﾀｶｾﾂﾂｼﾞｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬１丁目１１－５,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000313 ,神奈川県川崎市,北加瀬熊野台公園,ｷﾀｶｾｸﾏﾉﾀﾞｲｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬２丁目１２－１,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000314 ,神奈川県川崎市,"北加瀬公園
（旧　北加瀬第２公園）",ｷﾀｶｾｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬１丁目２２－２０,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000315 ,神奈川県川崎市,北加瀬第１公園,ｷﾀｶｾﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬３丁目１８－１,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000316 ,神奈川県川崎市,北加瀬原町公園,ｷﾀｶｾﾊﾗﾁｮｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬３丁目３,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000317 ,神奈川県川崎市,北加瀬ゆりのき公園,ｷﾀｶｾﾕﾘﾉｷｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区北加瀬２丁目８０－４,神奈川県,川崎市,幸区北加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000318 ,神奈川県川崎市,小向公園,ｺﾑｶｲｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向仲野町３－５,神奈川県,川崎市,幸区小向仲野町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000319 ,神奈川県川崎市,小向第１公園,ｺﾑｶｲﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向仲野町１３－７,神奈川県,川崎市,幸区小向仲野町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000320 ,神奈川県川崎市,小向第２公園,ｺﾑｶｲﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向仲野町５－２,神奈川県,川崎市,幸区小向仲野町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000321 ,神奈川県川崎市,小向第３公園,ｺﾑｶｲﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向西町４丁目１５,神奈川県,川崎市,幸区小向西町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000322 ,神奈川県川崎市,小向第４公園,ｺﾑｶｲﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向西町３丁目５０－１,神奈川県,川崎市,幸区小向西町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000323 ,神奈川県川崎市,小向第５公園,ｺﾑｶｲﾀﾞｲ5ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向西町４丁目８１,神奈川県,川崎市,幸区小向西町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000324 ,神奈川県川崎市,小向第６公園,ｺﾑｶｲﾀﾞｲ6ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向町１７－１,神奈川県,川崎市,幸区小向町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000325 ,神奈川県川崎市,小向第７公園,ｺﾑｶｲﾀﾞｲ7ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向西町１丁目６５,神奈川県,川崎市,幸区小向西町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000326 ,神奈川県川崎市,小向仲野町さんかく公園,ｺﾑｶｲﾅｶﾉﾁｮｳｻﾝｶｸｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向仲野町１４－１０,神奈川県,川崎市,幸区小向仲野町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000327 ,神奈川県川崎市,紺屋町ニコニコ公園,ｺﾝﾔﾏﾁﾆｺﾆｺｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区紺屋町１４,神奈川県,川崎市,幸区紺屋町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000328 ,神奈川県川崎市,幸町公園,ｻｲﾜｲﾁｮｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区幸町３丁目９,神奈川県,川崎市,幸区幸町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000329 ,神奈川県川崎市,"下平間あおば公園
（旧　下平間西公園）",ｼﾓﾋﾗﾏｱｵﾊﾞｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区下平間１－５,神奈川県,川崎市,幸区下平間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000330 ,神奈川県川崎市,下平間稲荷公園,ｼﾓﾋﾗﾏｲﾅﾘｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区下平間６８－５,神奈川県,川崎市,幸区下平間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000331 ,神奈川県川崎市,下平間公園,ｼﾓﾋﾗﾏｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区下平間４８－２０,神奈川県,川崎市,幸区下平間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000332 ,神奈川県川崎市,下平間第２公園,ｼﾓﾋﾗﾏﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区下平間３８７－３,神奈川県,川崎市,幸区下平間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000333 ,神奈川県川崎市,下平間春風公園,ｼﾓﾋﾗﾊﾙｶｾﾞｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区下平間２３３－９,神奈川県,川崎市,幸区下平間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000334 ,神奈川県川崎市,新川崎ふれあい公園,ｼﾝｶﾜｻﾌﾚｱｲｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区新川崎１－１,神奈川県,川崎市,幸区新川崎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000335 ,神奈川県川崎市,神明町公園,ｼﾝﾒｲﾁｮｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区神明町２丁目２-２,神奈川県,川崎市,幸区神明町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000336 ,神奈川県川崎市,諏訪公園,ｽﾜｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南幸町２丁目３８－１,神奈川県,川崎市,幸区南幸町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000337 ,神奈川県川崎市,塚越あさひ公園,ﾂｶｺﾞｼｱｻﾋｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越４丁目３２０－６,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000338 ,神奈川県川崎市,塚越公園,ﾂｶｺﾞｼｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越４丁目３４５－１２,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000339 ,神奈川県川崎市,塚越こかげ公園,ﾂｶｺﾞｼｺｶｹﾞｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越４丁目３４５－１５,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000340 ,神奈川県川崎市,塚越３丁目さくらの公園,ﾂｶｺﾞｼ3ﾁｮｳﾒｻｸﾗﾉｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越３丁目４０６－１,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000341 ,神奈川県川崎市,塚越４丁目公園,ﾂｶｺﾞｼ4ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越４丁目３１４－３,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000342 ,神奈川県川崎市,塚越第２公園,ﾂｶｺﾞｼﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越１丁目６０－８４,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000343 ,神奈川県川崎市,塚越第３公園,ﾂｶｺﾞｼﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越４丁目３６３－２０,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000344 ,神奈川県川崎市,塚越第４公園,ﾂｶｺﾞｼﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越２丁目２２０－１７,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000345 ,神奈川県川崎市,塚越沼ノ上公園,ﾂｶｺﾞｼﾇﾏﾉｳｴｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越２丁目２０７,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000346 ,神奈川県川崎市,塚越ふれあい公園,ﾂｶｺﾞｼﾌﾚｱｲｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越３丁目４８４－５,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000347 ,神奈川県川崎市,塚越ゆうひ公園,ﾂｶｺﾞｼﾕｳﾋｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区塚越４丁目３２０－９,神奈川県,川崎市,幸区塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000348 ,神奈川県川崎市,戸手第１公園,ﾄﾃﾞﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手本町１丁目７６－１,神奈川県,川崎市,幸区戸手本町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000349 ,神奈川県川崎市,戸手第２公園,ﾄﾃﾞﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小向西町４丁目１２５地先,神奈川県,川崎市,幸区小向西町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000350 ,神奈川県川崎市,戸手多摩川公園,ﾄﾃﾞﾀﾏｶﾞﾜｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手４丁目７,神奈川県,川崎市,幸区戸手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000351 ,神奈川県川崎市,戸手町公園,ﾄﾃﾞﾁｮｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手３丁目２－１,神奈川県,川崎市,幸区戸手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000352 ,神奈川県川崎市,戸手東公園,ﾄﾃﾞﾋｶﾞｼｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手４丁目４－３,神奈川県,川崎市,幸区戸手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000353 ,神奈川県川崎市,戸手本町こぶし公園,ﾄﾃﾞﾎﾝﾁｮｳｺﾌﾞｼｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手本町２丁目４１１－２,神奈川県,川崎市,幸区戸手本町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000354 ,神奈川県川崎市,戸手本町はなの木公園,ﾄﾃﾞﾎﾝﾁｮｳﾊﾅﾉｷｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手本町２丁目３９６－４,神奈川県,川崎市,幸区戸手本町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000355 ,神奈川県川崎市,戸手本町りんごの木公園,ﾄﾃﾞﾎﾝﾁｮｳﾘﾝｺﾞﾉｷｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手本町２丁目３９３－３,神奈川県,川崎市,幸区戸手本町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000356 ,神奈川県川崎市,戸手４丁目公園,ﾄﾃﾞ4ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手４丁目１１－２,神奈川県,川崎市,幸区戸手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000357 ,神奈川県川崎市,戸手４丁目ひだまり公園,ﾄﾃﾞ4ﾁｮｳﾒﾋﾀﾞﾏﾘｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手４丁目３－１５,神奈川県,川崎市,幸区戸手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000358 ,神奈川県川崎市,戸手４丁目ぽかぽか公園,ﾄﾃﾞ4ﾁｮｳﾒﾎﾟｶﾎﾟｶｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区戸手４丁目５３－５４,神奈川県,川崎市,幸区戸手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000359 ,神奈川県川崎市,中幸町３丁目さくら公園,ﾅｶｻｲﾜｲﾁｮｳ3ﾁｮｳｻｸﾗｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区中幸町３丁目２６－４５、４６,神奈川県,川崎市,幸区中幸町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000360 ,神奈川県川崎市,西口さんかく公園,ﾆｼｸﾞﾁｻﾝｶｸｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区大宮町２８－７,神奈川県,川崎市,幸区大宮町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000361 ,神奈川県川崎市,東小倉公園,ﾋｶﾞｼｵｸﾞﾗｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区小倉４丁目１７－１,神奈川県,川崎市,幸区小倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000362 ,神奈川県川崎市,東小倉こども公園,ﾋｶﾞｼｵｸﾞﾗｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区東小倉６－３０,神奈川県,川崎市,幸区東小倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000363 ,神奈川県川崎市,東古市場第１公園,ﾋｶﾞｼﾌﾙｲﾁﾊﾞﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区東古市場８３,神奈川県,川崎市,幸区東古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000364 ,神奈川県川崎市,東古市場第２公園,ﾋｶﾞｼﾌﾙｲﾁﾊﾞﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区東古市場９５,神奈川県,川崎市,幸区東古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000365 ,神奈川県川崎市,東古市場中央公園,ﾋｶﾞｼﾌﾙｲﾁﾊﾞﾁｭｳｵｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区東古市場１１８－４,神奈川県,川崎市,幸区東古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000366 ,神奈川県川崎市,古市場公園,ﾌﾙｲﾁﾊﾞｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区東古市場１１６,神奈川県,川崎市,幸区東古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000367 ,神奈川県川崎市,古市場第１公園,ﾌﾙｲﾁﾊﾞﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場１丁目１９,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000368 ,神奈川県川崎市,古市場第２公園,ﾌﾙｲﾁﾊﾞﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場１丁目４５,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000369 ,神奈川県川崎市,古市場第３公園,ﾌﾙｲﾁﾊﾞﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場２丁目１１６,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000370 ,神奈川県川崎市,古市場第４公園,ﾌﾙｲﾁﾊﾞﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場２丁目９７,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000371 ,神奈川県川崎市,古市場第５公園,ﾌﾙｲﾁﾊﾞﾀﾞｲ5ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場２丁目８４,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000372 ,神奈川県川崎市,古市場第６公園,ﾌﾙｲﾁﾊﾞﾀﾞｲ6ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場１丁目６４,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000373 ,神奈川県川崎市,古市場第７公園,ﾌﾙｲﾁﾊﾞﾀﾞｲ7ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場２丁目７５,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000374 ,神奈川県川崎市,古市場東公園,ﾌﾙｲﾁﾊﾞﾋｶﾞｼｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区東古市場８２－３,神奈川県,川崎市,幸区東古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000375 ,神奈川県川崎市,古市場ほほえみ公園,ﾌﾙｲﾁﾊﾞﾎﾎｴﾐｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場１７８６－２１,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000376 ,神奈川県川崎市,古市場まちかど公園,ﾌﾙｲﾁﾊﾞﾏﾁｶﾄﾞｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場１７５６－５,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000377 ,神奈川県川崎市,古市場南公園,ﾌﾙｲﾁﾊﾞﾐﾅﾐｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古市場１７８１－５,神奈川県,川崎市,幸区古市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000378 ,神奈川県川崎市,古川町さくら公園,ﾌﾙｶﾜﾏﾁｻｸﾗｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区古川町１５９－４,神奈川県,川崎市,幸区古川町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000379 ,神奈川県川崎市,堀川町公園,ﾎﾘｶﾜﾁｮｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区堀川町４－３４５－１５,神奈川県,川崎市,幸区堀川町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000380 ,神奈川県川崎市,町田堀ふれあい公園,ﾏﾁﾀﾞﾎﾞﾘﾌﾚｱｲｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区新塚越１－７,神奈川県,川崎市,幸区新塚越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000381 ,神奈川県川崎市,南加瀬江川公園,ﾐﾅﾐｶｾｴｶﾞﾜｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南加瀬４丁目２０－１６,神奈川県,川崎市,幸区南加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000382 ,神奈川県川崎市,南加瀬けやき公園,ﾐﾅﾐｶｾｹﾔｷｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南加瀬４丁目３５－４,神奈川県,川崎市,幸区南加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000383 ,神奈川県川崎市,南加瀬五反公園,ﾐﾅﾐｶｾｺﾞﾀﾝｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南加瀬２丁目１９－４,神奈川県,川崎市,幸区南加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000384 ,神奈川県川崎市,南加瀬下町公園,ﾐﾅﾐｶｾｼﾓﾁｮｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南加瀬４丁目３７,神奈川県,川崎市,幸区南加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000385 ,神奈川県川崎市,南加瀬第１公園,ﾐﾅﾐｶｾﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南加瀬３丁目２４－１５,神奈川県,川崎市,幸区南加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000386 ,神奈川県川崎市,南加瀬辻公園,ﾐﾅﾐｶｾﾂｼﾞｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南加瀬５丁目３８－３,神奈川県,川崎市,幸区南加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000387 ,神奈川県川崎市,夢見ふれあい公園,ﾕﾒﾐﾌﾚｱｲｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区南加瀬１丁目７－７,神奈川県,川崎市,幸区南加瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000388 ,神奈川県川崎市,柳町公園,ﾔﾅｷﾞﾁｮｳｺｳｴﾝ,,,1003,,,141321,,神奈川県川崎市幸区柳町４２,神奈川県,川崎市,幸区柳町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
